date,vehicle_model,defect_category,plant_line,production_volume,defect_count,warranty_claims,customer_complaints,severity_score,defect_rate
2023-10-01,Class 8 Truck,Engine,Line C,807,32,15,171,2.0,3.965
2023-10-01,Class 8 Truck,Transmission,Line A,834,20,6,110,3.0,2.398
2023-10-01,Class 8 Truck,Transmission,Line B,821,23,11,114,4.0,2.801
2023-10-01,Class 8 Truck,Transmission,Line C,613,17,9,79,3.0,2.773
2023-10-01,Class 8 Truck,Brakes,Line A,874,16,7,73,3.0,1.831
2023-10-01,Class 8 Truck,Brakes,Line B,784,15,8,88,2.0,1.913
2023-10-01,Class 8 Truck,Brakes,Line C,936,20,10,94,2.0,2.137
2023-10-01,Class 8 Truck,Electrical,Line A,826,20,11,100,1.0,2.421
2023-10-01,Class 8 Truck,Electrical,Line B,762,21,10,88,3.0,2.756
2023-10-01,Class 8 Truck,Electrical,Line C,875,21,10,93,2.0,2.4
2023-10-01,Class 8 Truck,Body/Frame,Line A,725,11,6,66,2.0,1.517
2023-10-01,Class 8 Truck,Body/Frame,Line B,639,9,11,51,2.0,1.408
2023-10-01,Class 8 Truck,Body/Frame,Line C,903,12,2,54,2.0,1.329
2023-10-01,Class 8 Truck,HVAC,Line A,681,7,3,30,3.0,1.028
2023-10-01,Class 8 Truck,HVAC,Line B,740,9,2,57,1.0,1.216
2023-10-01,Class 8 Truck,HVAC,Line C,751,9,8,46,3.0,1.198
2023-10-01,Class 8 Truck,Suspension,Line A,851,13,5,48,1.0,1.528
2023-10-01,Class 8 Truck,Suspension,Line B,886,13,8,48,3.0,1.467
2023-10-01,Class 8 Truck,Suspension,Line C,806,16,9,91,2.0,1.985
2023-10-01,Electric Van,Engine,Line A,855,23,10,105,2.0,2.69
2023-10-01,Electric Van,Engine,Line B,740,19,1,74,4.0,2.568
2023-10-01,Electric Van,Engine,Line C,706,18,16,77,3.0,2.55
2023-10-01,Electric Van,Transmission,Line A,907,27,7,124,2.0,2.977
2023-10-01,Electric Van,Transmission,Line B,1070,24,8,95,2.0,2.243
2023-10-01,Electric Van,Transmission,Line C,971,35,16,131,1.0,3.605
2023-10-01,Electric Van,Brakes,Line A,828,14,5,67,3.0,1.691
2023-10-01,Electric Van,Brakes,Line B,879,14,4,77,2.0,1.593
2023-10-01,Electric Van,Brakes,Line C,929,17,4,64,2.0,1.83
2023-10-01,Electric Van,Electrical,Line A,754,16,9,92,3.0,2.122
2023-10-01,Electric Van,Electrical,Line B,868,20,12,96,3.0,2.304
2023-10-01,Electric Van,Electrical,Line C,860,17,6,88,3.0,1.977
2023-10-01,Electric Van,Body/Frame,Line A,845,13,1,61,2.0,1.538
2023-10-01,Electric Van,Body/Frame,Line B,784,13,6,60,2.0,1.658
2023-10-01,Electric Van,Body/Frame,Line C,669,8,6,34,2.0,1.196
2023-10-01,Electric Van,HVAC,Line A,967,12,8,52,2.0,1.241
2023-10-01,Electric Van,HVAC,Line B,777,7,1,30,1.0,0.901
2023-10-01,Electric Van,HVAC,Line C,709,8,4,47,2.0,1.128
2023-10-01,Electric Van,Suspension,Line A,876,14,6,74,3.0,1.598
2023-10-01,Electric Van,Suspension,Line B,879,13,6,48,2.0,1.479
2023-10-01,Electric Van,Suspension,Line C,794,10,6,60,2.0,1.259
2023-10-01,Commercial Bus,Engine,Line A,875,27,13,115,3.0,3.086
2023-10-01,Commercial Bus,Engine,Line B,788,31,15,134,2.0,3.934
2023-10-01,Commercial Bus,Engine,Line C,872,34,20,220,4.0,3.899
2023-10-01,Commercial Bus,Transmission,Line A,822,25,15,105,4.0,3.041
2023-10-01,Commercial Bus,Transmission,Line B,882,29,19,176,3.0,3.288
2023-10-01,Commercial Bus,Transmission,Line C,839,32,23,144,3.0,3.814
2023-10-01,Commercial Bus,Brakes,Line A,867,18,4,64,2.0,2.076
2023-10-01,Commercial Bus,Brakes,Line B,763,14,9,65,2.0,1.835
2023-10-01,Commercial Bus,Brakes,Line C,739,14,9,72,2.0,1.894
2023-10-01,Commercial Bus,Electrical,Line A,864,25,13,107,2.0,2.894
2023-10-01,Commercial Bus,Electrical,Line B,858,19,10,71,2.0,2.214
2023-10-01,Commercial Bus,Electrical,Line C,836,19,8,88,2.0,2.273
2023-10-01,Commercial Bus,Body/Frame,Line A,930,14,8,61,3.0,1.505
2023-10-01,Commercial Bus,Body/Frame,Line B,883,15,10,79,2.0,1.699
2023-10-01,Commercial Bus,Body/Frame,Line C,872,15,6,65,2.0,1.72
2023-10-01,Commercial Bus,HVAC,Line A,887,10,5,45,1.0,1.127
2023-10-01,Commercial Bus,HVAC,Line B,830,10,5,58,1.0,1.205
2023-10-01,Commercial Bus,HVAC,Line C,775,6,2,28,2.0,0.774
2023-10-01,Commercial Bus,Suspension,Line A,949,18,10,83,3.0,1.897
2023-10-01,Commercial Bus,Suspension,Line B,848,13,2,59,3.0,1.533
2023-10-01,Commercial Bus,Suspension,Line C,1054,19,7,72,3.0,1.803
2023-10-01,Heavy Hauler,Engine,Line A,691,27,18,139,3.0,3.907
2023-10-01,Heavy Hauler,Engine,Line B,900,34,13,209,3.0,3.778
2023-10-01,Heavy Hauler,Engine,Line C,919,24,19,142,3.0,2.612
2023-10-01,Heavy Hauler,Transmission,Line A,900,32,13,166,2.0,3.556
2023-10-01,Heavy Hauler,Transmission,Line B,795,30,21,128,2.0,3.774
2023-10-01,Heavy Hauler,Transmission,Line C,791,29,10,145,4.0,3.666
2023-10-01,Heavy Hauler,Brakes,Line A,842,20,9,90,2.0,2.375
2023-10-01,Heavy Hauler,Brakes,Line B,941,18,11,83,1.0,1.913
2023-10-01,Heavy Hauler,Brakes,Line C,795,19,11,77,3.0,2.39
2023-10-01,Heavy Hauler,Electrical,Line A,836,29,17,128,3.0,3.469
2023-10-01,Heavy Hauler,Electrical,Line B,684,17,16,78,1.0,2.485
2023-10-01,Heavy Hauler,Electrical,Line C,814,23,14,96,2.0,2.826
2023-10-01,Heavy Hauler,Body/Frame,Line A,799,13,11,75,3.0,1.627
2023-10-01,Heavy Hauler,Body/Frame,Line B,730,10,6,36,2.0,1.37
2023-10-01,Heavy Hauler,Body/Frame,Line C,877,12,3,57,3.0,1.368
2023-10-01,Heavy Hauler,HVAC,Line A,945,13,7,53,1.0,1.376
2023-10-01,Heavy Hauler,HVAC,Line B,804,11,6,32,2.0,1.368
2023-10-01,Heavy Hauler,HVAC,Line C,958,12,2,81,2.0,1.253
2023-10-01,Heavy Hauler,Suspension,Line A,884,17,8,72,4.0,1.923
2023-10-01,Heavy Hauler,Suspension,Line B,940,19,12,76,3.0,2.021
2023-10-01,Heavy Hauler,Suspension,Line C,774,15,2,47,3.0,1.938
2023-11-01,Class 8 Truck,Engine,Line A,777,20,13,127,4.0,2.574
2023-11-01,Class 8 Truck,Engine,Line B,826,28,20,156,3.0,3.39
2023-11-01,Class 8 Truck,Engine,Line C,853,30,19,139,3.0,3.517
2023-11-01,Class 8 Truck,Transmission,Line A,974,34,21,206,3.0,3.491
2023-11-01,Class 8 Truck,Transmission,Line B,996,32,36,126,2.0,3.213
2023-11-01,Class 8 Truck,Transmission,Line C,887,28,25,121,4.0,3.157
2023-11-01,Class 8 Truck,Brakes,Line A,954,20,7,115,3.0,2.096
2023-11-01,Class 8 Truck,Brakes,Line B,903,17,10,82,3.0,1.883
2023-11-01,Class 8 Truck,Brakes,Line C,852,14,4,60,2.0,1.643
2023-11-01,Class 8 Truck,Electrical,Line A,847,19,12,82,3.0,2.243
2023-11-01,Class 8 Truck,Electrical,Line B,825,17,11,58,2.0,2.061
2023-11-01,Class 8 Truck,Electrical,Line C,938,16,12,97,2.0,1.706
2023-11-01,Class 8 Truck,Body/Frame,Line A,876,15,6,80,2.0,1.712
2023-11-01,Class 8 Truck,Body/Frame,Line B,807,11,6,61,2.0,1.363
2023-11-01,Class 8 Truck,Body/Frame,Line C,735,9,5,59,3.0,1.224
2023-11-01,Class 8 Truck,HVAC,Line A,815,10,4,46,2.0,1.227
2023-11-01,Class 8 Truck,HVAC,Line B,976,8,6,34,2.0,0.82
2023-11-01,Class 8 Truck,HVAC,Line C,1002,11,4,49,3.0,1.098
2023-11-01,Class 8 Truck,Suspension,Line A,810,11,3,64,2.0,1.358
2023-11-01,Class 8 Truck,Suspension,Line B,890,14,5,88,2.0,1.573
2023-11-01,Class 8 Truck,Suspension,Line C,810,15,5,66,2.0,1.852
2023-11-01,Electric Van,Engine,Line A,850,27,25,134,1.0,3.176
2023-11-01,Electric Van,Engine,Line B,879,27,15,133,3.0,3.072
2023-11-01,Electric Van,Engine,Line C,845,28,12,112,5.0,3.314
2023-11-01,Electric Van,Transmission,Line A,785,22,5,107,2.0,2.803
2023-11-01,Electric Van,Transmission,Line B,810,25,15,131,2.0,3.086
2023-11-01,Electric Van,Transmission,Line C,1015,24,20,133,3.0,2.365
2023-11-01,Electric Van,Brakes,Line A,773,13,5,64,2.0,1.682
2023-11-01,Electric Van,Brakes,Line B,666,13,6,57,2.0,1.952
2023-11-01,Electric Van,Brakes,Line C,882,13,0,68,3.0,1.474
2023-11-01,Electric Van,Electrical,Line A,832,14,7,52,1.0,1.683
2023-11-01,Electric Van,Electrical,Line B,782,17,8,76,4.0,2.174
2023-11-01,Electric Van,Electrical,Line C,881,18,8,79,1.0,2.043
2023-11-01,Electric Van,Body/Frame,Line A,937,13,6,61,3.0,1.387
2023-11-01,Electric Van,Body/Frame,Line B,710,9,2,55,3.0,1.268
2023-11-01,Electric Van,Body/Frame,Line C,651,7,3,31,1.0,1.075
2023-11-01,Electric Van,HVAC,Line A,1025,11,7,47,3.0,1.073
2023-11-01,Electric Van,HVAC,Line B,815,8,5,28,4.0,0.982
2023-11-01,Electric Van,HVAC,Line C,866,10,2,42,1.0,1.155
2023-11-01,Electric Van,Suspension,Line A,872,13,5,53,1.0,1.491
2023-11-01,Electric Van,Suspension,Line B,845,12,4,73,2.0,1.42
2023-11-01,Electric Van,Suspension,Line C,964,14,8,65,1.0,1.452
2023-11-01,Commercial Bus,Engine,Line A,978,34,23,143,3.0,3.476
2023-11-01,Commercial Bus,Engine,Line B,771,31,18,158,4.0,4.021
2023-11-01,Commercial Bus,Engine,Line C,954,37,11,156,2.0,3.878
2023-11-01,Commercial Bus,Transmission,Line A,915,30,8,138,2.0,3.279
2023-11-01,Commercial Bus,Transmission,Line B,845,22,14,109,5.0,2.604
2023-11-01,Commercial Bus,Transmission,Line C,926,28,19,104,2.0,3.024
2023-11-01,Commercial Bus,Brakes,Line A,879,13,7,51,2.0,1.479
2023-11-01,Commercial Bus,Brakes,Line B,753,16,8,92,2.0,2.125
2023-11-01,Commercial Bus,Brakes,Line C,780,15,3,76,3.0,1.923
2023-11-01,Commercial Bus,Electrical,Line A,1072,23,11,99,2.0,2.146
2023-11-01,Commercial Bus,Electrical,Line B,884,20,15,87,3.0,2.262
2023-11-01,Commercial Bus,Electrical,Line C,898,21,10,138,2.0,2.339
2023-11-01,Commercial Bus,Body/Frame,Line A,876,12,11,67,2.0,1.37
2023-11-01,Commercial Bus,Body/Frame,Line B,896,14,6,76,3.0,1.562
2023-11-01,Commercial Bus,Body/Frame,Line C,869,13,8,66,2.0,1.496
2023-11-01,Commercial Bus,HVAC,Line A,792,12,3,59,2.0,1.515
2023-11-01,Commercial Bus,HVAC,Line B,1008,11,4,43,3.0,1.091
2023-11-01,Commercial Bus,HVAC,Line C,726,8,0,41,2.0,1.102
2023-11-01,Commercial Bus,Suspension,Line A,716,14,3,77,2.0,1.955
2023-11-01,Commercial Bus,Suspension,Line B,994,19,6,78,3.0,1.911
2023-11-01,Commercial Bus,Suspension,Line C,826,14,11,59,2.0,1.695
2023-11-01,Heavy Hauler,Engine,Line A,935,38,19,173,2.0,4.064
2023-11-01,Heavy Hauler,Engine,Line B,754,29,15,139,4.0,3.846
2023-11-01,Heavy Hauler,Engine,Line C,743,27,15,113,4.0,3.634
2023-11-01,Heavy Hauler,Transmission,Line A,931,32,28,118,3.0,3.437
2023-11-01,Heavy Hauler,Transmission,Line B,882,26,15,103,4.0,2.948
2023-11-01,Heavy Hauler,Transmission,Line C,945,33,7,132,3.0,3.492
2023-11-01,Heavy Hauler,Brakes,Line A,851,12,10,58,2.0,1.41
2023-11-01,Heavy Hauler,Brakes,Line B,939,18,7,90,4.0,1.917
2023-11-01,Heavy Hauler,Brakes,Line C,996,22,14,116,1.0,2.209
2023-11-01,Heavy Hauler,Electrical,Line A,907,20,12,92,3.0,2.205
2023-11-01,Heavy Hauler,Electrical,Line B,860,13,7,69,3.0,1.512
2023-11-01,Heavy Hauler,Electrical,Line C,840,24,14,124,3.0,2.857
2023-11-01,Heavy Hauler,Body/Frame,Line A,882,13,0,55,3.0,1.474
2023-11-01,Heavy Hauler,Body/Frame,Line B,818,14,8,83,2.0,1.711
2023-11-01,Heavy Hauler,Body/Frame,Line C,892,15,13,52,2.0,1.682
2023-11-01,Heavy Hauler,HVAC,Line A,926,14,8,63,3.0,1.512
2023-11-01,Heavy Hauler,HVAC,Line B,928,11,6,64,4.0,1.185
2023-11-01,Heavy Hauler,HVAC,Line C,916,12,6,61,2.0,1.31
2023-11-01,Heavy Hauler,Suspension,Line A,867,14,11,54,2.0,1.615
2023-11-01,Heavy Hauler,Suspension,Line B,858,20,9,83,2.0,2.331
2023-11-01,Heavy Hauler,Suspension,Line C,999,12,3,85,3.0,1.201
2023-12-01,Class 8 Truck,Engine,Line A,750,25,14,136,4.0,3.333
2023-12-01,Class 8 Truck,Engine,Line B,884,28,19,118,2.0,3.167
2023-12-01,Class 8 Truck,Engine,Line C,691,19,6,73,3.0,2.75
2023-12-01,Class 8 Truck,Transmission,Line A,742,14,4,62,3.0,1.887
2023-12-01,Class 8 Truck,Transmission,Line B,986,28,19,133,3.0,2.84
2023-12-01,Class 8 Truck,Transmission,Line C,774,23,9,115,3.0,2.972
2023-12-01,Class 8 Truck,Brakes,Line A,764,16,10,71,2.0,2.094
2023-12-01,Class 8 Truck,Brakes,Line B,842,14,7,61,2.0,1.663
2023-12-01,Class 8 Truck,Brakes,Line C,703,13,8,53,4.0,1.849
2023-12-01,Class 8 Truck,Electrical,Line A,929,24,16,147,2.0,2.583
2023-12-01,Class 8 Truck,Electrical,Line B,619,13,8,63,3.0,2.1
2023-12-01,Class 8 Truck,Electrical,Line C,968,22,15,91,1.0,2.273
2023-12-01,Class 8 Truck,Body/Frame,Line A,995,15,6,63,2.0,1.508
2023-12-01,Class 8 Truck,Body/Frame,Line B,786,10,1,45,2.0,1.272
2023-12-01,Class 8 Truck,Body/Frame,Line C,949,14,8,60,2.0,1.475
2023-12-01,Class 8 Truck,HVAC,Line A,882,11,5,62,2.0,1.247
2023-12-01,Class 8 Truck,HVAC,Line B,921,10,0,50,3.0,1.086
2023-12-01,Class 8 Truck,HVAC,Line C,901,11,5,45,3.0,1.221
2023-12-01,Class 8 Truck,Suspension,Line A,888,14,11,57,2.0,1.577
2023-12-01,Class 8 Truck,Suspension,Line B,997,18,8,92,2.0,1.805
2023-12-01,Class 8 Truck,Suspension,Line C,602,9,4,40,2.0,1.495
2023-12-01,Electric Van,Engine,Line A,951,28,9,140,3.0,2.944
2023-12-01,Electric Van,Engine,Line B,835,24,23,75,3.0,2.874
2023-12-01,Electric Van,Engine,Line C,849,23,16,126,3.0,2.709
2023-12-01,Electric Van,Transmission,Line A,825,22,11,106,3.0,2.667
2023-12-01,Electric Van,Transmission,Line B,872,26,8,104,2.0,2.982
2023-12-01,Electric Van,Transmission,Line C,927,26,16,97,4.0,2.805
2023-12-01,Electric Van,Brakes,Line A,795,14,10,55,2.0,1.761
2023-12-01,Electric Van,Brakes,Line B,866,20,12,120,3.0,2.309
2023-12-01,Electric Van,Brakes,Line C,883,13,10,48,4.0,1.472
2023-12-01,Electric Van,Electrical,Line A,868,12,5,62,2.0,1.382
2023-12-01,Electric Van,Electrical,Line B,914,16,4,77,2.0,1.751
2023-12-01,Electric Van,Electrical,Line C,818,19,7,94,2.0,2.323
2023-12-01,Electric Van,Body/Frame,Line A,709,8,4,51,3.0,1.128
2023-12-01,Electric Van,Body/Frame,Line B,694,6,4,27,3.0,0.865
2023-12-01,Electric Van,Body/Frame,Line C,770,11,8,47,2.0,1.429
2023-12-01,Electric Van,HVAC,Line A,852,9,4,53,2.0,1.056
2023-12-01,Electric Van,HVAC,Line B,730,9,3,40,2.0,1.233
2023-12-01,Electric Van,HVAC,Line C,856,9,4,40,2.0,1.051
2023-12-01,Electric Van,Suspension,Line A,637,12,6,62,1.0,1.884
2023-12-01,Electric Van,Suspension,Line B,807,11,9,48,3.0,1.363
2023-12-01,Electric Van,Suspension,Line C,791,11,5,66,1.0,1.391
2023-12-01,Commercial Bus,Engine,Line A,731,20,6,82,2.0,2.736
2023-12-01,Commercial Bus,Engine,Line B,783,21,7,119,3.0,2.682
2023-12-01,Commercial Bus,Engine,Line C,866,27,7,105,3.0,3.118
2023-12-01,Commercial Bus,Transmission,Line A,928,33,21,139,3.0,3.556
2023-12-01,Commercial Bus,Transmission,Line B,821,26,24,88,3.0,3.167
2023-12-01,Commercial Bus,Transmission,Line C,959,25,10,110,3.0,2.607
2023-12-01,Commercial Bus,Brakes,Line A,706,15,10,77,2.0,2.125
2023-12-01,Commercial Bus,Brakes,Line B,857,15,7,98,2.0,1.75
2023-12-01,Commercial Bus,Brakes,Line C,743,15,3,57,1.0,2.019
2023-12-01,Commercial Bus,Electrical,Line A,810,21,13,108,1.0,2.593
2023-12-01,Commercial Bus,Electrical,Line B,801,19,8,87,3.0,2.372
2023-12-01,Commercial Bus,Electrical,Line C,818,19,16,90,3.0,2.323
2023-12-01,Commercial Bus,Body/Frame,Line A,900,11,3,47,2.0,1.222
2023-12-01,Commercial Bus,Body/Frame,Line B,841,14,11,70,2.0,1.665
2023-12-01,Commercial Bus,Body/Frame,Line C,662,10,5,50,4.0,1.511
2023-12-01,Commercial Bus,HVAC,Line A,961,13,4,55,2.0,1.353
2023-12-01,Commercial Bus,HVAC,Line B,780,10,6,39,3.0,1.282
2023-12-01,Commercial Bus,HVAC,Line C,859,8,4,41,3.0,0.931
2023-12-01,Commercial Bus,Suspension,Line A,819,16,9,59,1.0,1.954
2023-12-01,Commercial Bus,Suspension,Line B,951,19,11,113,3.0,1.998
2023-12-01,Commercial Bus,Suspension,Line C,911,14,13,74,2.0,1.537
2023-12-01,Heavy Hauler,Engine,Line A,789,30,7,159,2.0,3.802
2023-12-01,Heavy Hauler,Engine,Line B,883,30,15,128,3.0,3.398
2023-12-01,Heavy Hauler,Engine,Line C,1020,44,26,209,4.0,4.314
2023-12-01,Heavy Hauler,Transmission,Line A,951,29,15,97,4.0,3.049
2023-12-01,Heavy Hauler,Transmission,Line B,1035,35,5,183,2.0,3.382
2023-12-01,Heavy Hauler,Transmission,Line C,790,28,16,125,2.0,3.544
2023-12-01,Heavy Hauler,Brakes,Line A,861,17,5,76,3.0,1.974
2023-12-01,Heavy Hauler,Brakes,Line B,833,14,10,37,2.0,1.681
2023-12-01,Heavy Hauler,Brakes,Line C,794,17,11,94,2.0,2.141
2023-12-01,Heavy Hauler,Electrical,Line A,902,22,4,139,1.0,2.439
2023-12-01,Heavy Hauler,Electrical,Line B,887,22,13,99,3.0,2.48
2023-12-01,Heavy Hauler,Electrical,Line C,709,17,7,72,3.0,2.398
2023-12-01,Heavy Hauler,Body/Frame,Line A,946,15,10,70,2.0,1.586
2023-12-01,Heavy Hauler,Body/Frame,Line B,826,13,5,65,2.0,1.574
2023-12-01,Heavy Hauler,Body/Frame,Line C,706,9,5,37,3.0,1.275
2023-12-01,Heavy Hauler,HVAC,Line A,920,10,1,60,3.0,1.087
2023-12-01,Heavy Hauler,HVAC,Line B,812,9,3,34,3.0,1.108
2023-12-01,Heavy Hauler,HVAC,Line C,780,11,4,44,2.0,1.41
2023-12-01,Heavy Hauler,Suspension,Line A,613,11,5,60,1.0,1.794
2023-12-01,Heavy Hauler,Suspension,Line B,954,19,15,91,3.0,1.992
2023-12-01,Heavy Hauler,Suspension,Line C,717,14,5,50,1.0,1.953
2024-01-01,Class 8 Truck,Engine,Line A,850,26,16,88,1.0,3.059
2024-01-01,Class 8 Truck,Engine,Line B,973,36,13,173,4.0,3.7
2024-01-01,Class 8 Truck,Engine,Line C,887,30,22,128,3.0,3.382
2024-01-01,Class 8 Truck,Transmission,Line A,848,25,11,121,3.0,2.948
2024-01-01,Class 8 Truck,Transmission,Line B,755,25,9,116,3.0,3.311
2024-01-01,Class 8 Truck,Transmission,Line C,882,20,14,85,4.0,2.268
2024-01-01,Class 8 Truck,Brakes,Line A,806,15,14,69,3.0,1.861
2024-01-01,Class 8 Truck,Brakes,Line B,853,17,9,92,2.0,1.993
2024-01-01,Class 8 Truck,Brakes,Line C,761,13,7,61,3.0,1.708
2024-01-01,Class 8 Truck,Electrical,Line A,967,19,7,69,4.0,1.965
2024-01-01,Class 8 Truck,Electrical,Line B,877,20,5,98,3.0,2.281
2024-01-01,Class 8 Truck,Electrical,Line C,827,21,21,83,1.0,2.539
2024-01-01,Class 8 Truck,Body/Frame,Line A,771,14,10,63,2.0,1.816
2024-01-01,Class 8 Truck,Body/Frame,Line B,776,13,6,57,3.0,1.675
2024-01-01,Class 8 Truck,Body/Frame,Line C,833,12,6,64,4.0,1.441
2024-01-01,Class 8 Truck,HVAC,Line A,902,11,5,48,3.0,1.22
2024-01-01,Class 8 Truck,HVAC,Line B,865,8,3,39,2.0,0.925
2024-01-01,Class 8 Truck,HVAC,Line C,983,12,10,60,2.0,1.221
2024-01-01,Class 8 Truck,Suspension,Line A,765,13,7,47,2.0,1.699
2024-01-01,Class 8 Truck,Suspension,Line B,820,14,9,62,3.0,1.707
2024-01-01,Class 8 Truck,Suspension,Line C,833,9,3,52,1.0,1.08
2024-01-01,Electric Van,Engine,Line A,860,31,12,149,2.0,3.605
2024-01-01,Electric Van,Engine,Line B,996,30,16,174,4.0,3.012
2024-01-01,Electric Van,Engine,Line C,771,22,14,93,1.0,2.853
2024-01-01,Electric Van,Transmission,Line A,845,19,16,94,2.0,2.249
2024-01-01,Electric Van,Transmission,Line B,787,17,5,93,5.0,2.16
2024-01-01,Electric Van,Transmission,Line C,915,25,11,101,5.0,2.732
2024-01-01,Electric Van,Brakes,Line A,833,18,15,61,2.0,2.161
2024-01-01,Electric Van,Brakes,Line B,789,13,6,95,1.0,1.648
2024-01-01,Electric Van,Brakes,Line C,870,16,8,78,1.0,1.839
2024-01-01,Electric Van,Electrical,Line A,859,18,11,95,3.0,2.095
2024-01-01,Electric Van,Electrical,Line B,934,19,5,81,2.0,2.034
2024-01-01,Electric Van,Electrical,Line C,872,16,5,63,1.0,1.835
2024-01-01,Electric Van,Body/Frame,Line A,828,9,2,40,1.0,1.087
2024-01-01,Electric Van,Body/Frame,Line B,884,13,5,56,3.0,1.471
2024-01-01,Electric Van,Body/Frame,Line C,785,9,7,52,3.0,1.146
2024-01-01,Electric Van,HVAC,Line A,933,7,6,38,3.0,0.75
2024-01-01,Electric Van,HVAC,Line B,884,9,4,47,2.0,1.018
2024-01-01,Electric Van,HVAC,Line C,928,8,3,51,2.0,0.862
2024-01-01,Electric Van,Suspension,Line A,828,11,6,47,2.0,1.329
2024-01-01,Electric Van,Suspension,Line B,926,13,9,70,3.0,1.404
2024-01-01,Electric Van,Suspension,Line C,862,18,13,91,2.0,2.088
2024-01-01,Commercial Bus,Engine,Line A,841,35,29,204,4.0,4.162
2024-01-01,Commercial Bus,Engine,Line B,736,27,8,100,3.0,3.668
2024-01-01,Commercial Bus,Engine,Line C,897,35,22,181,2.0,3.902
2024-01-01,Commercial Bus,Transmission,Line A,840,22,3,117,2.0,2.619
2024-01-01,Commercial Bus,Transmission,Line B,928,34,14,175,2.0,3.664
2024-01-01,Commercial Bus,Transmission,Line C,683,22,10,98,5.0,3.221
2024-01-01,Commercial Bus,Brakes,Line A,712,15,5,81,3.0,2.107
2024-01-01,Commercial Bus,Brakes,Line B,884,16,6,85,4.0,1.81
2024-01-01,Commercial Bus,Brakes,Line C,893,16,9,105,2.0,1.792
2024-01-01,Commercial Bus,Electrical,Line A,981,21,11,108,3.0,2.141
2024-01-01,Commercial Bus,Electrical,Line B,781,16,12,93,4.0,2.049
2024-01-01,Commercial Bus,Electrical,Line C,1012,24,11,138,3.0,2.372
2024-01-01,Commercial Bus,Body/Frame,Line A,761,10,6,47,2.0,1.314
2024-01-01,Commercial Bus,Body/Frame,Line B,946,16,13,52,3.0,1.691
2024-01-01,Commercial Bus,Body/Frame,Line C,912,11,4,47,2.0,1.206
2024-01-01,Commercial Bus,HVAC,Line A,996,15,5,78,3.0,1.506
2024-01-01,Commercial Bus,HVAC,Line B,884,11,6,69,3.0,1.244
2024-01-01,Commercial Bus,HVAC,Line C,754,10,7,50,3.0,1.326
2024-01-01,Commercial Bus,Suspension,Line A,866,16,9,50,2.0,1.848
2024-01-01,Commercial Bus,Suspension,Line B,789,12,10,61,2.0,1.521
2024-01-01,Commercial Bus,Suspension,Line C,799,15,11,60,2.0,1.877
2024-01-01,Heavy Hauler,Engine,Line A,928,26,14,117,3.0,2.802
2024-01-01,Heavy Hauler,Engine,Line B,804,30,27,137,3.0,3.731
2024-01-01,Heavy Hauler,Engine,Line C,1029,35,30,169,4.0,3.401
2024-01-01,Heavy Hauler,Transmission,Line A,917,32,17,137,3.0,3.49
2024-01-01,Heavy Hauler,Transmission,Line B,930,31,15,142,4.0,3.333
2024-01-01,Heavy Hauler,Transmission,Line C,960,29,12,149,4.0,3.021
2024-01-01,Heavy Hauler,Brakes,Line A,953,17,8,68,2.0,1.784
2024-01-01,Heavy Hauler,Brakes,Line B,994,17,3,70,3.0,1.71
2024-01-01,Heavy Hauler,Brakes,Line C,905,20,15,67,3.0,2.21
2024-01-01,Heavy Hauler,Electrical,Line A,821,22,6,103,2.0,2.68
2024-01-01,Heavy Hauler,Electrical,Line B,954,19,10,73,3.0,1.992
2024-01-01,Heavy Hauler,Electrical,Line C,919,26,11,141,3.0,2.829
2024-01-01,Heavy Hauler,Body/Frame,Line A,702,12,9,55,1.0,1.709
2024-01-01,Heavy Hauler,Body/Frame,Line B,934,13,6,61,3.0,1.392
2024-01-01,Heavy Hauler,Body/Frame,Line C,793,12,6,65,4.0,1.513
2024-01-01,Heavy Hauler,HVAC,Line A,714,9,2,52,2.0,1.261
2024-01-01,Heavy Hauler,HVAC,Line B,789,9,4,47,3.0,1.141
2024-01-01,Heavy Hauler,HVAC,Line C,849,9,6,42,3.0,1.06
2024-01-01,Heavy Hauler,Suspension,Line A,786,12,6,68,2.0,1.527
2024-01-01,Heavy Hauler,Suspension,Line B,832,14,13,54,2.0,1.683
2024-01-01,Heavy Hauler,Suspension,Line C,901,13,10,68,3.0,1.443
2024-02-01,Class 8 Truck,Engine,Line A,900,30,10,139,2.0,3.333
2024-02-01,Class 8 Truck,Engine,Line B,893,33,26,167,4.0,3.695
2024-02-01,Class 8 Truck,Engine,Line C,823,26,16,117,3.0,3.159
2024-02-01,Class 8 Truck,Transmission,Line A,754,21,14,112,2.0,2.785
2024-02-01,Class 8 Truck,Transmission,Line B,910,26,14,152,4.0,2.857
2024-02-01,Class 8 Truck,Transmission,Line C,921,34,14,139,2.0,3.692
2024-02-01,Class 8 Truck,Brakes,Line A,827,11,5,48,3.0,1.33
2024-02-01,Class 8 Truck,Brakes,Line B,881,15,10,82,2.0,1.703
2024-02-01,Class 8 Truck,Brakes,Line C,805,11,3,46,2.0,1.366
2024-02-01,Class 8 Truck,Electrical,Line A,764,16,4,77,3.0,2.094
2024-02-01,Class 8 Truck,Electrical,Line B,886,20,4,84,2.0,2.257
2024-02-01,Class 8 Truck,Electrical,Line C,813,18,15,98,2.0,2.214
